#Frequency,Velocity,Velstd
9.987,2264.748,0.000000000
10.652,1531.433,0.000000000
11.318,1108.653,0.000000000
11.984,854.218,0.000000000
12.650,683.223,0.000000000
13.316,562.521,0.000000000
13.981,473.094,0.000000000
14.647,405.038,0.000000000
15.313,353.655,0.000000000
15.979,316.254,0.000000000
16.644,290.745,0.000000000
17.310,276.183,0.000000000
17.976,269.566,0.000000000
18.642,265.785,0.000000000
19.308,260.666,0.000000000
19.973,253.363,0.000000000
20.639,247.042,0.000000000
21.305,241.801,0.000000000
21.971,237.300,0.000000000
22.636,233.278,0.000000000
23.302,229.894,0.000000000
23.968,226.753,0.000000000
24.634,223.660,0.000000000
25.300,220.646,0.000000000
25.965,217.722,0.000000000
26.631,214.803,0.000000000
27.297,212.052,0.000000000
27.963,209.524,0.000000000
28.628,207.336,0.000000000
29.294,205.492,0.000000000
29.960,204.003,0.000000000
30.626,202.796,0.000000000
31.292,201.805,0.000000000
31.957,201.054,0.000000000
32.623,200.521,0.000000000
33.289,200.139,0.000000000
33.955,199.855,0.000000000
34.621,199.671,0.000000000
35.286,199.590,0.000000000
35.952,199.575,0.000000000
36.618,199.562,0.000000000
37.284,199.500,0.000000000
37.949,199.500,0.000000000
38.615,199.613,0.000000000
39.281,199.939,0.000000000
39.947,200.105,0.000000000
40.613,200.195,0.000000000
41.278,200.319,0.000000000
41.944,200.499,0.000000000
42.610,200.714,0.000000000
43.276,200.951,0.000000000
43.941,201.182,0.000000000
44.607,201.334,0.000000000
45.273,201.349,0.000000000
45.939,201.205,0.000000000
46.605,200.885,0.000000000
47.270,200.400,0.000000000
47.936,199.809,0.000000000
48.602,199.173,0.000000000
49.268,198.550,0.000000000
49.933,198.008,0.000000000
