#Frequency,Velocity,Velstd
20.000,254.587,0.000000000
20.431,248.454,0.000000000
20.872,243.701,0.000000000
21.322,239.849,0.000000000
21.782,235.675,0.000000000
22.252,231.706,0.000000000
22.732,228.402,0.000000000
23.222,225.496,0.000000000
23.723,222.292,0.000000000
24.235,220.084,0.000000000
24.758,218.556,0.000000000
25.292,216.041,0.000000000
25.837,213.458,0.000000000
26.395,211.843,0.000000000
26.964,209.120,0.000000000
27.545,205.683,0.000000000
28.140,203.420,0.000000000
28.747,201.665,0.000000000
29.367,199.759,0.000000000
30.000,197.924,0.000000000
