#Frequency,Velocity,Velstd
4.003,6285.913,0.000000000
4.404,1989.821,0.000000000
4.804,10853.939,0.000000000
5.204,-5435.890,0.000000000
5.604,1807.658,0.000000000
6.005,1012.900,0.000000000
6.405,-845.616,0.000000000
6.805,-1127.739,0.000000000
7.206,-2328.189,0.000000000
7.606,-851.704,0.000000000
8.006,-567.156,0.000000000
8.407,-934.644,0.000000000
8.807,-1124.848,0.000000000
9.207,-631.234,0.000000000
9.608,-1684.010,0.000000000
10.008,1303.636,0.000000000
10.408,3759.999,0.000000000
10.809,629.291,0.000000000
11.209,419.453,0.000000000
11.609,377.693,0.000000000
12.010,444.055,0.000000000
12.410,415.596,0.000000000
12.810,369.720,0.000000000
13.211,420.665,0.000000000
13.611,391.549,0.000000000
14.011,352.037,0.000000000
14.412,416.776,0.000000000
14.812,394.554,0.000000000
15.212,366.976,0.000000000
15.612,432.344,0.000000000
16.013,411.815,0.000000000
16.413,380.652,0.000000000
16.813,300.306,0.000000000
17.214,374.709,0.000000000
17.614,237.260,0.000000000
18.014,266.258,0.000000000
18.415,248.654,0.000000000
18.815,218.098,0.000000000
19.215,211.682,0.000000000
19.616,227.694,0.000000000
20.016,241.380,0.000000000
20.416,200.079,0.000000000
20.817,197.683,0.000000000
21.217,235.012,0.000000000
21.617,194.700,0.000000000
22.018,193.140,0.000000000
22.418,209.815,0.000000000
22.818,224.111,0.000000000
23.219,190.655,0.000000000
23.619,191.248,0.000000000
24.019,223.126,0.000000000
24.420,190.194,0.000000000
24.820,191.772,0.000000000
25.220,193.576,0.000000000
25.620,191.650,0.000000000
26.021,193.667,0.000000000
26.421,195.752,0.000000000
26.821,196.115,0.000000000
27.222,194.235,0.000000000
27.622,195.967,0.000000000
28.022,196.799,0.000000000
28.423,196.945,0.000000000
28.823,195.366,0.000000000
29.223,195.990,0.000000000
29.624,196.702,0.000000000
30.024,196.398,0.000000000
30.424,194.466,0.000000000
30.825,195.128,0.000000000
31.225,195.368,0.000000000
31.625,193.108,0.000000000
32.026,193.601,0.000000000
32.426,193.983,0.000000000
32.826,194.446,0.000000000
33.227,192.223,0.000000000
33.627,192.879,0.000000000
34.027,193.855,0.000000000
34.428,194.053,0.000000000
34.828,191.740,0.000000000
35.228,192.972,0.000000000
35.629,193.975,0.000000000
36.029,194.225,0.000000000
36.429,192.239,0.000000000
36.829,193.469,0.000000000
37.230,194.476,0.000000000
37.630,194.051,0.000000000
38.030,192.542,0.000000000
38.431,194.125,0.000000000
38.831,194.032,0.000000000
39.231,193.545,0.000000000
39.632,193.234,0.000000000
40.032,194.000,0.000000000
40.432,194.304,0.000000000
40.833,192.987,0.000000000
41.233,193.910,0.000000000
41.633,194.179,0.000000000
42.034,193.951,0.000000000
42.434,192.603,0.000000000
42.834,191.396,0.000000000
43.235,193.251,0.000000000
43.635,192.876,0.000000000
44.035,191.446,0.000000000
44.436,192.687,0.000000000
44.836,192.434,0.000000000
45.236,191.012,0.000000000
45.637,192.653,0.000000000
46.037,192.628,0.000000000
46.437,191.907,0.000000000
46.837,190.760,0.000000000
47.238,190.646,0.000000000
47.638,192.384,0.000000000
48.038,191.744,0.000000000
48.439,190.690,0.000000000
48.839,189.810,0.000000000
49.239,192.364,0.000000000
49.640,193.949,0.000000000
50.040,190.407,0.000000000
50.440,190.122,0.000000000
50.841,192.400,0.000000000
51.241,193.885,0.000000000
51.641,190.155,0.000000000
52.042,189.632,0.000000000
52.442,191.027,0.000000000
52.842,189.711,0.000000000
53.243,189.123,0.000000000
53.643,189.070,0.000000000
54.043,191.717,0.000000000
54.444,189.270,0.000000000
54.844,189.257,0.000000000
55.244,191.395,0.000000000
55.645,188.564,0.000000000
56.045,190.295,0.000000000
56.445,189.720,0.000000000
56.845,189.736,0.000000000
57.246,189.788,0.000000000
57.646,190.326,0.000000000
58.046,189.916,0.000000000
58.447,190.197,0.000000000
58.847,190.347,0.000000000
59.247,190.308,0.000000000
59.648,190.486,0.000000000
60.048,190.880,0.000000000
60.448,191.028,0.000000000
60.849,190.692,0.000000000
61.249,190.868,0.000000000
61.649,191.316,0.000000000
62.050,191.386,0.000000000
62.450,190.875,0.000000000
62.850,191.077,0.000000000
63.251,191.556,0.000000000
63.651,191.587,0.000000000
64.051,190.942,0.000000000
64.452,191.102,0.000000000
64.852,191.533,0.000000000
65.252,191.501,0.000000000
65.653,190.694,0.000000000
66.053,190.914,0.000000000
66.453,191.504,0.000000000
66.853,190.527,0.000000000
67.254,190.666,0.000000000
67.654,191.023,0.000000000
68.054,191.711,0.000000000
68.455,190.791,0.000000000
68.855,190.972,0.000000000
69.255,191.663,0.000000000
69.656,191.959,0.000000000
70.056,191.185,0.000000000
70.456,191.709,0.000000000
70.857,191.624,0.000000000
71.257,192.295,0.000000000
71.657,191.657,0.000000000
72.058,206.887,0.000000000
72.458,191.301,0.000000000
72.858,191.824,0.000000000
73.259,193.620,0.000000000
73.659,-4174.163,0.000000000
74.059,209.749,0.000000000
74.460,191.518,0.000000000
74.860,193.197,0.000000000
75.260,190.297,0.000000000
75.661,192.261,0.000000000
76.061,190.361,0.000000000
76.461,191.801,0.000000000
76.861,190.055,0.000000000
77.262,192.188,0.000000000
77.662,192.572,0.000000000
78.062,192.045,0.000000000
78.463,192.262,0.000000000
78.863,192.422,0.000000000
79.263,192.542,0.000000000
79.664,192.762,0.000000000
80.064,186.853,0.000000000
