#Frequency,Velocity,Velstd
19.215,182.000,0.000000000
19.616,188.000,0.000000000
20.016,194.000,0.000000000
20.416,198.000,0.000000000
20.817,196.000,0.000000000
21.217,191.000,0.000000000
21.617,187.000,0.000000000
22.018,186.000,0.000000000
22.418,186.000,0.000000000
22.818,188.000,0.000000000
23.219,190.000,0.000000000
23.619,193.000,0.000000000
24.019,195.000,0.000000000
24.420,196.000,0.000000000
24.820,197.000,0.000000000
25.220,197.000,0.000000000
25.620,196.000,0.000000000
26.021,195.000,0.000000000
26.421,194.000,0.000000000
26.821,193.000,0.000000000
27.222,193.000,0.000000000
27.622,192.000,0.000000000
28.022,192.000,0.000000000
28.423,191.000,0.000000000
28.823,191.000,0.000000000
29.223,190.000,0.000000000
29.624,190.000,0.000000000
30.024,190.000,0.000000000
30.424,190.000,0.000000000
30.825,190.000,0.000000000
31.225,190.000,0.000000000
31.625,190.000,0.000000000
32.026,190.000,0.000000000
32.426,190.000,0.000000000
32.826,191.000,0.000000000
33.227,191.000,0.000000000
33.627,191.000,0.000000000
34.027,192.000,0.000000000
34.428,192.000,0.000000000
34.828,192.000,0.000000000
35.228,193.000,0.000000000
35.629,193.000,0.000000000
36.029,193.000,0.000000000
36.429,193.000,0.000000000
36.829,193.000,0.000000000
37.230,193.000,0.000000000
37.630,193.000,0.000000000
38.030,193.000,0.000000000
38.431,193.000,0.000000000
38.831,193.000,0.000000000
39.231,192.000,0.000000000
39.632,192.000,0.000000000
40.032,192.000,0.000000000
40.432,192.000,0.000000000
40.833,192.000,0.000000000
41.233,192.000,0.000000000
41.633,192.000,0.000000000
42.034,192.000,0.000000000
42.434,192.000,0.000000000
42.834,192.000,0.000000000
43.235,192.000,0.000000000
43.635,193.000,0.000000000
44.035,193.000,0.000000000
44.436,193.000,0.000000000
44.836,193.000,0.000000000
45.236,193.000,0.000000000
45.637,193.000,0.000000000
46.037,192.000,0.000000000
46.437,192.000,0.000000000
46.837,191.000,0.000000000
47.238,190.000,0.000000000
