#Frequency,Velocity,Velstd
9.987,949.905,0.000000000
10.652,890.325,0.000000000
11.318,855.817,0.000000000
11.984,771.797,0.000000000
12.650,691.981,0.000000000
13.316,621.291,0.000000000
13.981,584.356,0.000000000
14.647,557.284,0.000000000
15.313,541.254,0.000000000
15.979,692.564,0.000000000
16.644,1255.663,0.000000000
17.310,362.033,0.000000000
17.976,315.868,0.000000000
18.642,314.335,0.000000000
19.308,303.892,0.000000000
19.973,288.009,0.000000000
20.639,268.680,0.000000000
21.305,250.145,0.000000000
21.971,237.422,0.000000000
22.636,229.058,0.000000000
23.302,223.295,0.000000000
23.968,218.931,0.000000000
24.634,215.300,0.000000000
25.300,212.112,0.000000000
25.965,209.279,0.000000000
26.631,206.174,0.000000000
27.297,204.313,0.000000000
27.963,202.788,0.000000000
28.628,201.378,0.000000000
29.294,200.136,0.000000000
29.960,199.036,0.000000000
30.626,198.242,0.000000000
31.292,197.255,0.000000000
31.957,196.503,0.000000000
32.623,195.835,0.000000000
33.289,195.349,0.000000000
33.955,194.889,0.000000000
34.621,194.486,0.000000000
35.286,194.106,0.000000000
35.952,193.731,0.000000000
36.618,193.367,0.000000000
37.284,193.030,0.000000000
37.949,192.402,0.000000000
38.615,192.100,0.000000000
39.281,191.908,0.000000000
39.947,191.856,0.000000000
40.613,191.737,0.000000000
41.278,191.784,0.000000000
41.944,191.695,0.000000000
42.610,191.621,0.000000000
43.276,191.449,0.000000000
43.941,191.374,0.000000000
44.607,191.203,0.000000000
45.273,191.101,0.000000000
45.939,191.066,0.000000000
46.605,191.061,0.000000000
47.270,191.085,0.000000000
47.936,191.134,0.000000000
48.602,191.191,0.000000000
49.268,191.227,0.000000000
49.933,191.222,0.000000000
