#Frequency,Velocity,Velstd
19.308,202.000,0.000000000
19.973,207.000,0.000000000
20.639,205.000,0.000000000
21.305,197.000,0.000000000
21.971,195.000,0.000000000
22.636,196.000,0.000000000
23.302,197.000,0.000000000
23.968,197.000,0.000000000
24.634,196.000,0.000000000
25.300,195.000,0.000000000
25.965,194.000,0.000000000
26.631,194.000,0.000000000
27.297,194.000,0.000000000
27.963,194.000,0.000000000
28.628,194.000,0.000000000
29.294,194.000,0.000000000
29.960,194.000,0.000000000
30.626,194.000,0.000000000
31.292,194.000,0.000000000
31.957,193.000,0.000000000
32.623,193.000,0.000000000
33.289,193.000,0.000000000
33.955,193.000,0.000000000
34.621,192.000,0.000000000
35.286,192.000,0.000000000
35.952,191.000,0.000000000
36.618,190.000,0.000000000
37.284,190.000,0.000000000
37.949,190.000,0.000000000
38.615,190.000,0.000000000
39.281,190.000,0.000000000
39.947,190.000,0.000000000
40.613,191.000,0.000000000
41.278,191.000,0.000000000
41.944,191.000,0.000000000
42.610,191.000,0.000000000
43.276,191.000,0.000000000
43.941,191.000,0.000000000
44.607,191.000,0.000000000
45.273,190.000,0.000000000
45.939,190.000,0.000000000
46.605,190.000,0.000000000
47.270,189.000,0.000000000
