#Frequency,Velocity,Velstd
11.318,696.333,59.128861161
11.656,659.414,48.441367023
12.005,622.059,38.510234402
12.364,594.395,31.904278598
12.733,567.449,27.387562261
13.114,545.157,24.904293852
13.506,525.612,22.593022955
13.910,509.218,19.126935520
14.326,495.978,13.411574457
14.754,483.492,9.960208557
15.195,471.791,14.980450023
15.650,457.888,23.610421822
16.117,440.813,30.602154529
16.599,418.109,31.722147258
17.095,380.296,11.065523751
17.607,347.895,10.285061262
18.133,324.267,17.438706572
18.675,309.139,15.971085711
19.233,294.608,14.510112979
19.808,278.870,12.577895811
20.401,263.845,9.763992514
21.011,251.305,6.751598833
21.639,241.323,4.363165411
22.286,233.355,3.030074200
22.952,226.821,1.922016271
23.638,221.480,0.812696819
24.345,217.259,0.409424064
25.073,213.691,0.471404521
25.822,210.573,0.730603708
26.594,207.795,0.484940752
27.389,205.389,0.471404521
28.208,202.929,0.471404521
29.052,200.819,0.413243647
29.920,199.080,0.028276470
30.815,197.811,0.133469302
31.736,196.888,0.415805421
32.685,195.969,0.043617601
33.662,195.480,0.409218573
34.668,194.976,0.787716309
35.705,194.667,0.471404521
36.772,194.512,0.534353677
37.871,194.000,0.816496581
39.004,193.472,1.106333540
40.170,193.110,1.227226947
41.371,192.287,1.654837871
42.608,191.668,1.883909207
43.881,191.333,1.699673171
45.193,191.333,1.282514428
46.544,191.970,1.436115525
47.936,192.000,1.632993162
