#Frequency,Velocity,Velstd
18.642,326.500,11.500000000
19.005,318.601,4.690689181
19.375,310.095,1.701692329
19.752,299.322,5.670731390
20.136,288.224,8.367379046
20.528,276.750,9.249986543
20.927,265.053,7.550687456
21.335,253.307,4.798801258
21.750,243.644,1.993359404
22.173,235.610,0.043754822
22.605,229.446,0.929606768
23.045,225.318,1.000000000
23.493,221.565,0.712917031
23.950,218.132,0.026413513
24.417,215.643,0.336725175
24.892,213.146,0.306532717
25.376,210.714,0.057238048
25.870,208.857,0.428558237
26.373,206.967,0.193356269
26.887,205.232,0.000000000
27.410,203.661,0.000000000
27.943,202.059,0.000000000
28.487,201.212,0.000000000
29.042,199.758,0.000000000
29.607,198.530,0.000000000
30.183,197.665,0.000000000
30.770,196.892,0.108419497
31.369,196.442,0.441916382
31.980,195.966,0.000000000
32.602,195.031,0.000000000
33.237,194.539,0.460658772
33.883,194.054,0.053731695
34.543,194.000,0.000000000
35.215,194.000,0.000000000
35.900,194.000,0.000000000
36.599,193.028,0.000000000
37.311,193.021,0.020590094
38.038,193.434,0.566454905
38.778,193.000,1.000000000
39.532,193.000,1.000000000
40.302,193.000,1.000000000
41.086,193.000,1.000000000
41.886,192.087,1.000000000
42.701,192.000,1.000000000
43.532,192.000,1.000000000
44.379,192.329,0.671088891
45.243,192.500,0.500000000
46.123,192.362,0.361651328
47.021,192.000,0.000000000
47.936,192.000,0.000000000
