#Frequency,Velocity,Velstd
8.655,417.000,70.000000000
8.960,389.053,56.255332556
9.276,360.120,42.026097509
9.603,328.473,28.989183257
9.942,295.431,15.772323538
10.292,269.667,8.265189198
10.655,244.421,1.486760581
11.031,234.268,0.205308688
11.419,225.281,1.347656073
11.822,220.445,0.743162738
12.239,215.822,0.265283964
12.670,211.347,1.561018835
13.117,207.994,2.902434778
13.579,205.113,4.094248974
14.058,203.000,5.000000000
14.554,203.000,5.000000000
15.067,203.630,5.630492848
15.598,203.572,6.856130261
16.148,202.746,8.508274748
16.717,201.725,9.944971186
17.307,199.513,9.502503042
17.917,195.855,6.766614234
18.548,192.062,3.921315359
19.202,188.976,1.817137070
19.879,187.211,0.211189108
20.580,186.544,0.455870256
21.306,187.001,0.999419040
22.057,187.565,0.435407600
22.835,188.000,0.298082794
23.640,188.253,1.760254906
24.473,188.121,4.395512431
25.336,187.473,6.580656517
26.229,186.604,8.396349351
27.154,186.000,9.000000000
28.111,186.611,7.388743557
29.102,186.644,6.644127605
30.128,185.374,7.626135470
31.190,184.576,7.576445867
32.290,185.250,6.750163496
33.428,185.500,6.291055593
34.607,185.989,5.010761956
35.827,186.500,4.500000000
37.090,187.146,4.854197295
38.397,187.000,5.000000000
39.751,189.059,2.941243724
41.153,190.406,1.594352997
42.603,190.505,0.504999750
44.105,190.000,0.000000000
45.660,189.500,1.081456511
47.270,189.500,2.500000000
