#Frequency,Velocity,Velstd
9.987,343.000,7.000000000
10.303,319.959,8.662756915
10.629,296.189,10.378112658
10.965,275.932,6.974449188
11.312,255.360,3.068328000
11.670,241.267,1.415457003
12.039,227.845,0.000000000
12.420,219.840,0.000000000
12.813,212.680,0.122100644
13.218,206.899,0.426386417
13.636,202.612,0.981318331
14.067,199.046,1.694670246
14.512,196.707,2.696927520
14.972,194.782,3.243629902
15.445,193.103,3.698373158
15.934,191.636,4.431981521
16.438,191.155,4.844916136
16.958,190.764,5.235526833
17.494,190.638,5.361746309
18.048,190.946,4.946279789
18.618,190.518,4.517670608
19.207,190.500,3.651006030
19.815,190.881,3.118775703
20.442,191.000,2.296025359
21.088,191.337,1.662541755
21.756,191.500,1.500000000
22.444,191.500,2.210982211
23.154,191.889,2.888723220
23.886,192.439,4.315798472
24.642,192.500,5.511740550
25.421,192.500,6.500000000
26.225,192.109,6.500000000
27.055,190.863,5.863218924
27.911,189.117,5.039081295
28.794,188.375,4.375476958
29.705,187.692,3.691654991
30.644,186.486,3.486201338
31.614,185.758,2.758068452
32.614,185.007,2.006889434
33.646,185.000,2.000000000
34.710,185.000,2.000000000
35.808,185.000,2.000000000
36.941,185.500,2.500000000
38.109,186.000,3.000000000
39.315,185.525,2.474741930
40.558,186.000,2.000000000
41.841,186.000,2.000000000
43.165,186.000,1.000000000
44.530,186.500,0.500000000
45.939,187.000,0.000000000
