#Frequency,Velocity,Velstd
47.036,188.143,4.085814185
43.890,191.450,4.785133227
39.826,189.444,6.246974576
36.268,188.135,8.024160012
33.182,187.704,7.639152633
30.377,187.393,6.929951998
27.915,187.792,8.803309826
26.249,192.562,3.856305713
23.005,184.043,6.701578405
20.912,182.438,9.759410523
19.372,184.300,7.294518490
18.190,188.714,4.681705602
16.926,191.500,6.037383539
16.062,198.167,10.853826770
15.121,203.444,8.590836347
13.768,202.000,6.803360514
12.969,207.500,5.795112884
12.480,217.750,2.165063509
11.615,221.000,4.659858980
11.205,232.500,5.500000000
10.680,241.667,5.312459150
10.132,250.000,15.895492023
9.031,243.000,16.000000000
9.525,279.500,20.303940504
9.094,291.000,25.000000000
8.645,329.000,23.551362310
8.154,369.000,37.665191712
7.594,408.667,50.506325236
