#Frequency,Velocity,Velstd
47.328,189.312,4.551356254
44.070,192.237,5.147478742
40.075,190.632,5.975480833
36.320,188.405,8.214882538
33.175,187.667,8.096638534
30.354,187.250,7.414392375
27.440,184.593,10.784966420
25.419,186.476,12.057872542
22.870,182.963,8.025337106
20.885,182.200,9.424790007
19.417,184.727,6.523954588
18.204,188.857,4.580348441
16.904,191.250,4.789311015
16.109,198.750,11.861176164
15.146,203.778,8.534606387
13.777,202.143,6.620931558
12.979,207.667,5.734883511
12.494,218.000,2.121320344
11.615,221.000,4.659858980
11.157,231.500,5.500000000
10.666,241.333,4.921607687
10.557,260.500,2.500000000
9.905,290.667,5.185449729
8.618,390.000,24.000000000
7.832,386.500,2.500000000
