#Frequency,Velocity,Velstd
56.190,189.000,0.707106781
51.690,189.600,1.624807681
47.250,189.000,2.284160963
43.817,191.129,2.210560219
40.205,191.250,1.887458609
36.730,190.531,3.553030177
33.326,188.520,3.910191811
30.950,190.923,1.071414483
28.615,192.500,1.500000000
26.365,193.417,4.132358756
23.897,191.176,4.889788810
21.303,185.846,4.347344970
19.731,187.714,5.560428702
18.424,191.143,7.159979478
17.248,195.143,9.523333321
16.292,201.000,11.326328367
15.129,203.556,7.790465841
13.881,203.667,4.027681991
13.162,210.600,1.356465997
12.288,214.400,2.154065923
11.602,220.750,5.973901573
11.398,236.500,5.500000000
10.813,244.667,8.178562764
10.037,247.667,15.923427883
9.922,267.000,15.121728296
8.969,287.000,16.000000000
9.026,343.500,14.500000000
8.169,339.000,7.000000000
8.496,384.500,27.500000000
