#Frequency,Velocity,Velstd
47.275,189.100,1.011599394
43.268,188.737,1.600726982
39.511,187.947,2.304998783
35.890,186.176,3.024124455
32.562,184.200,3.986644370
29.983,184.960,3.903639328
27.578,185.524,5.297070598
25.656,188.211,4.719265636
23.661,189.286,4.599615482
21.705,189.353,5.476593794
20.076,191.000,4.834769901
18.474,191.667,4.422166387
17.130,193.800,4.118252056
15.937,196.625,2.341874249
14.627,196.800,1.833030278
13.602,199.571,1.761261144
12.850,205.600,2.332380758
12.236,213.500,2.872281323
11.615,221.000,3.082207001
11.085,230.000,4.301162634
10.931,247.333,4.496912521
10.108,272.000,7.257180352
9.812,314.000,2.000000000
9.189,349.667,12.552113589
8.640,391.000,17.907168025
8.318,410.500,39.500000000
