#Frequency,Velocity,Velstd
58.317,179.875,3.218598297
54.898,184.654,3.100152697
50.969,186.955,4.587307318
46.420,185.680,3.055748681
42.176,183.972,7.697352038
37.949,180.517,9.647657174
35.187,182.526,6.877640515
32.201,182.158,5.264210421
29.863,184.222,5.223404122
27.911,187.765,5.297384613
24.751,181.571,8.269688936
22.273,178.188,11.969851451
21.002,183.222,16.443693677
19.255,183.182,11.861459222
17.382,180.333,7.916228058
16.816,190.250,7.292976073
15.522,191.500,9.810708435
14.912,200.625,13.085655314
13.686,200.800,6.734983296
12.859,205.750,5.673402859
12.299,214.600,7.200000000
11.983,228.000,3.741657387
11.213,232.667,6.649979114
10.810,244.600,7.445804188
9.431,301.800,24.202479212
8.626,301.000,14.000000000
9.408,358.000,16.000000000
8.566,355.500,29.141894242
8.342,411.667,35.367907613
7.234,463.000,30.000000000
6.874,570.500,13.500000000
6.287,569.000,52.782572882
6.064,598.500,85.500000000
