#Frequency,Velocity,Velstd
48.229,192.917,4.437059837
40.862,194.375,3.167708162
34.643,195.969,1.976176469
29.769,200.259,2.204248299
26.132,209.056,2.798257835
23.027,219.071,6.192902455
21.542,243.714,6.562105187
20.133,270.875,22.284734125
19.306,308.889,18.669311982
18.395,350.000,8.221921916
17.435,394.500,14.974979132
16.252,437.333,12.498888840
15.323,490.333,21.853044537
15.076,573.714,45.367434153
13.871,627.714,38.384201682
12.476,671.400,26.484712572
13.010,832.667,119.009336702
10.958,834.000,36.871398129
10.321,934.167,59.235171609
9.281,999.000,0.000000000
