#Frequency,Velocity,Velstd
47.358,189.433,3.029668115
39.986,190.207,1.729646373
34.463,194.955,2.099291498
29.843,200.762,2.068004833
26.092,208.733,2.839405259
23.358,222.222,5.328701693
21.542,243.714,8.429781995
20.365,274.000,7.949842766
18.854,301.667,10.241527664
18.258,347.400,13.544002363
17.125,387.500,2.500000000
16.482,443.500,22.377444001
15.531,497.000,16.970562748
14.348,546.000,16.051998837
13.383,605.667,10.338708280
12.721,684.600,33.464010519
12.031,770.000,57.432569157
11.267,857.500,64.500000000
10.898,986.333,17.913371790
9.281,999.000,0.000000000
