#Frequency,Velocity,Velstd
47.750,191.000,4.516635916
41.136,195.677,2.146070629
34.363,194.385,1.076923077
29.796,200.444,3.130889512
26.433,211.462,3.608012123
23.563,224.167,4.896143607
21.335,241.375,5.893587617
19.969,268.667,11.440668201
18.688,299.000,12.116104985
17.869,340.000,10.972693379
16.915,382.750,15.690363285
15.656,421.286,12.668456730
14.006,448.200,21.264054176
12.945,492.600,16.894969666
12.050,545.333,6.128258770
11.694,629.333,28.963578662
10.640,963.000,36.000000000
9.281,999.000,0.000000000
