#Frequency,Velocity,Velstd
45.190,19.000,2.000000000
47.060,188.241,3.147578954
40.109,190.793,2.857287239
34.226,193.609,2.037456437
29.730,200.000,2.406132516
26.075,208.600,3.158058475
23.455,223.143,4.703450752
21.794,246.571,8.941989917
20.248,272.429,14.888702744
19.135,306.167,10.446955963
17.659,336.000,9.092121131
17.663,399.667,15.326085243
15.391,492.500,17.500000000
15.517,590.500,22.682592444
13.685,619.333,23.570226040
13.634,733.750,62.443474439
11.711,749.500,9.500000000
10.796,821.667,13.888444437
10.386,940.000,42.464102487
9.281,999.000,0.000000000
