#Frequency,Velocity,Velstd
6.658,684.000,0.000000000
7.324,642.000,0.000000000
7.989,579.000,0.000000000
8.655,497.000,0.000000000
9.321,394.000,0.000000000
9.987,294.000,0.000000000
10.652,239.000,0.000000000
11.318,227.000,0.000000000
11.984,227.000,0.000000000
12.650,222.000,0.000000000
13.316,214.000,0.000000000
13.981,208.000,0.000000000
14.647,208.000,0.000000000
15.313,212.000,0.000000000
15.979,217.000,0.000000000
16.644,219.000,0.000000000
17.310,216.000,0.000000000
17.976,202.000,0.000000000
18.642,178.000,0.000000000
19.308,159.000,0.000000000
19.973,152.000,0.000000000
20.639,153.000,0.000000000
21.305,159.000,0.000000000
21.971,166.000,0.000000000
22.636,172.000,0.000000000
23.302,176.000,0.000000000
23.968,181.000,0.000000000
24.634,185.000,0.000000000
25.300,189.000,0.000000000
25.965,192.000,0.000000000
26.631,194.000,0.000000000
27.297,196.000,0.000000000
27.963,196.000,0.000000000
28.628,195.000,0.000000000
29.294,193.000,0.000000000
29.960,192.000,0.000000000
30.626,190.000,0.000000000
31.292,189.000,0.000000000
31.957,189.000,0.000000000
32.623,188.000,0.000000000
33.289,188.000,0.000000000
33.955,188.000,0.000000000
34.621,188.000,0.000000000
35.286,189.000,0.000000000
35.952,189.000,0.000000000
36.618,190.000,0.000000000
37.284,191.000,0.000000000
37.949,191.000,0.000000000
38.615,192.000,0.000000000
39.281,194.000,0.000000000
39.947,195.000,0.000000000
40.613,196.000,0.000000000
41.278,196.000,0.000000000
41.944,196.000,0.000000000
42.610,196.000,0.000000000
43.276,195.000,0.000000000
43.941,194.000,0.000000000
44.607,192.000,0.000000000
45.273,190.000,0.000000000
45.939,188.000,0.000000000
46.605,187.000,0.000000000
47.270,186.000,0.000000000
47.936,186.000,0.000000000
48.602,186.000,0.000000000
49.268,187.000,0.000000000
49.933,189.000,0.000000000
50.599,191.000,0.000000000
51.265,192.000,0.000000000
51.931,191.000,0.000000000
52.597,189.000,0.000000000
53.262,186.000,0.000000000
53.928,183.000,0.000000000
54.594,180.000,0.000000000
55.260,178.000,0.000000000
55.925,177.000,0.000000000
56.591,177.000,0.000000000
57.257,177.000,0.000000000
57.923,179.000,0.000000000
