#Frequency,Velocity,Velstd
7.324,546.503,0.000000000
7.989,496.589,0.000000000
8.655,429.812,0.000000000
9.321,368.182,0.000000000
9.987,318.698,0.000000000
10.652,262.888,0.000000000
11.318,224.842,0.000000000
11.984,215.978,0.000000000
12.650,213.615,0.000000000
13.316,211.454,0.000000000
13.981,210.818,0.000000000
14.647,210.578,0.000000000
15.313,210.252,0.000000000
15.979,208.150,0.000000000
16.644,206.876,0.000000000
17.310,205.009,0.000000000
17.976,203.837,0.000000000
18.642,202.292,0.000000000
19.308,200.518,0.000000000
19.973,199.753,0.000000000
20.639,199.833,0.000000000
21.305,199.345,0.000000000
21.971,198.615,0.000000000
22.636,198.108,0.000000000
23.302,197.153,0.000000000
23.968,196.360,0.000000000
24.634,195.222,0.000000000
25.300,194.469,0.000000000
25.965,193.820,0.000000000
26.631,193.455,0.000000000
27.297,193.338,0.000000000
27.963,192.955,0.000000000
28.628,192.850,0.000000000
29.294,192.545,0.000000000
29.960,192.159,0.000000000
30.626,192.379,0.000000000
31.292,192.616,0.000000000
31.957,192.831,0.000000000
32.623,193.003,0.000000000
33.289,193.227,0.000000000
33.955,193.418,0.000000000
34.621,193.518,0.000000000
35.286,193.573,0.000000000
35.952,193.571,0.000000000
36.618,193.605,0.000000000
37.284,193.661,0.000000000
37.949,193.731,0.000000000
38.615,193.925,0.000000000
39.281,194.107,0.000000000
39.947,194.314,0.000000000
40.613,194.406,0.000000000
41.278,194.512,0.000000000
41.944,194.578,0.000000000
42.610,194.530,0.000000000
43.276,194.546,0.000000000
43.941,194.532,0.000000000
44.607,194.478,0.000000000
45.273,194.518,0.000000000
45.939,194.781,0.000000000
46.605,195.079,0.000000000
47.270,195.423,0.000000000
47.936,195.908,0.000000000
48.602,196.305,0.000000000
49.268,196.583,0.000000000
49.933,196.863,0.000000000
