#Frequency,Velocity,Velstd
1.997,66.959,0.000000000
2.663,126.504,0.000000000
3.329,161.553,0.000000000
3.995,200.421,0.000000000
4.660,231.418,0.000000000
5.326,278.287,0.000000000
5.992,332.509,0.000000000
6.658,391.284,0.000000000
7.324,408.670,0.000000000
7.989,437.159,0.000000000
8.655,471.197,0.000000000
9.321,491.483,0.000000000
9.987,525.461,0.000000000
10.652,521.913,0.000000000
11.318,498.014,0.000000000
11.984,484.489,0.000000000
12.650,463.533,0.000000000
13.316,407.959,0.000000000
13.981,357.052,0.000000000
14.647,340.526,0.000000000
15.313,331.933,0.000000000
15.979,321.220,0.000000000
16.644,311.786,0.000000000
17.310,297.497,0.000000000
17.976,268.024,0.000000000
18.642,261.946,0.000000000
19.308,251.204,0.000000000
19.973,240.185,0.000000000
20.639,231.544,0.000000000
21.305,224.881,0.000000000
21.971,217.085,0.000000000
22.636,212.071,0.000000000
23.302,208.916,0.000000000
23.968,206.317,0.000000000
24.634,204.084,0.000000000
25.300,202.190,0.000000000
25.965,200.709,0.000000000
26.631,199.459,0.000000000
27.297,198.188,0.000000000
27.963,197.122,0.000000000
28.628,195.996,0.000000000
29.294,195.162,0.000000000
29.960,194.386,0.000000000
30.626,193.602,0.000000000
31.292,193.054,0.000000000
31.957,192.555,0.000000000
32.623,191.975,0.000000000
33.289,191.626,0.000000000
33.955,191.330,0.000000000
34.621,191.147,0.000000000
35.286,190.770,0.000000000
35.952,190.617,0.000000000
36.618,190.520,0.000000000
37.284,190.136,0.000000000
37.949,190.149,0.000000000
38.615,189.943,0.000000000
39.281,189.881,0.000000000
39.947,189.633,0.000000000
40.613,189.795,0.000000000
41.278,189.547,0.000000000
41.944,189.505,0.000000000
42.610,189.456,0.000000000
43.276,189.614,0.000000000
43.941,189.488,0.000000000
44.607,189.316,0.000000000
45.273,189.251,0.000000000
45.939,189.345,0.000000000
46.605,188.981,0.000000000
47.270,188.803,0.000000000
47.936,188.872,0.000000000
48.602,188.833,0.000000000
49.268,188.382,0.000000000
49.933,188.453,0.000000000
50.599,188.559,0.000000000
51.265,188.499,0.000000000
51.931,187.720,0.000000000
52.597,187.779,0.000000000
53.262,192.992,0.000000000
53.928,196.437,0.000000000
54.594,212.374,0.000000000
55.260,281.693,0.000000000
55.925,305.130,0.000000000
56.591,215.729,0.000000000
57.257,206.529,0.000000000
57.923,197.533,0.000000000
58.589,196.826,0.000000000
59.254,196.695,0.000000000
59.920,196.419,0.000000000
60.586,193.098,0.000000000
61.252,194.069,0.000000000
61.917,192.034,0.000000000
62.583,193.036,0.000000000
63.249,193.236,0.000000000
63.915,193.436,0.000000000
64.581,195.072,0.000000000
65.246,199.104,0.000000000
65.912,200.863,0.000000000
66.578,202.281,0.000000000
67.244,205.358,0.000000000
67.909,207.317,0.000000000
68.575,212.716,0.000000000
69.241,219.733,0.000000000
69.907,231.850,0.000000000
70.573,269.156,0.000000000
71.238,337.467,0.000000000
71.904,453.808,0.000000000
72.570,763.977,0.000000000
73.236,1382.579,0.000000000
73.901,1379.801,0.000000000
74.567,875.736,0.000000000
75.233,652.142,0.000000000
75.899,525.114,0.000000000
76.565,461.668,0.000000000
77.230,418.177,0.000000000
77.896,386.266,0.000000000
78.562,398.444,0.000000000
79.228,414.349,0.000000000
79.893,389.729,0.000000000
