#Frequency,Velocity,Velstd
1.997,62.418,0.000000000
2.663,93.106,0.000000000
3.329,118.962,0.000000000
3.995,152.780,0.000000000
4.660,185.829,0.000000000
5.326,232.515,0.000000000
5.992,280.214,0.000000000
6.658,290.087,0.000000000
7.324,295.401,0.000000000
7.989,309.321,0.000000000
8.655,317.952,0.000000000
9.321,322.120,0.000000000
9.987,316.443,0.000000000
10.652,294.857,0.000000000
11.318,278.933,0.000000000
11.984,264.122,0.000000000
12.650,249.396,0.000000000
13.316,236.937,0.000000000
13.981,227.654,0.000000000
14.647,222.011,0.000000000
15.313,218.899,0.000000000
15.979,215.780,0.000000000
16.644,212.199,0.000000000
17.310,206.891,0.000000000
17.976,200.506,0.000000000
18.642,197.756,0.000000000
19.308,195.111,0.000000000
19.973,192.835,0.000000000
20.639,190.862,0.000000000
21.305,189.313,0.000000000
21.971,187.700,0.000000000
22.636,186.591,0.000000000
23.302,185.915,0.000000000
23.968,185.546,0.000000000
24.634,185.290,0.000000000
25.300,185.005,0.000000000
25.965,184.868,0.000000000
26.631,184.779,0.000000000
27.297,184.377,0.000000000
27.963,184.049,0.000000000
28.628,183.885,0.000000000
29.294,183.740,0.000000000
29.960,183.591,0.000000000
30.626,183.398,0.000000000
31.292,183.398,0.000000000
31.957,183.408,0.000000000
32.623,183.327,0.000000000
33.289,183.479,0.000000000
33.955,183.622,0.000000000
34.621,183.864,0.000000000
35.286,183.939,0.000000000
35.952,184.177,0.000000000
36.618,184.502,0.000000000
37.284,184.560,0.000000000
37.949,184.897,0.000000000
38.615,185.156,0.000000000
39.281,185.266,0.000000000
39.947,185.411,0.000000000
40.613,185.628,0.000000000
41.278,185.696,0.000000000
41.944,185.735,0.000000000
42.610,185.720,0.000000000
43.276,185.856,0.000000000
43.941,185.787,0.000000000
44.607,185.804,0.000000000
45.273,185.736,0.000000000
45.939,185.718,0.000000000
46.605,185.639,0.000000000
47.270,185.612,0.000000000
47.936,185.627,0.000000000
48.602,185.523,0.000000000
49.268,185.368,0.000000000
49.933,185.257,0.000000000
50.599,185.179,0.000000000
51.265,184.957,0.000000000
51.931,184.458,0.000000000
52.597,184.109,0.000000000
53.262,195.085,0.000000000
53.928,212.303,0.000000000
54.594,265.236,0.000000000
55.260,457.817,0.000000000
55.925,490.811,0.000000000
56.591,263.013,0.000000000
57.257,239.088,0.000000000
57.923,214.230,0.000000000
58.589,214.823,0.000000000
59.254,211.854,0.000000000
59.920,212.582,0.000000000
60.586,207.421,0.000000000
61.252,204.906,0.000000000
61.917,194.892,0.000000000
62.583,202.136,0.000000000
63.249,202.391,0.000000000
63.915,203.600,0.000000000
64.581,205.150,0.000000000
65.246,219.923,0.000000000
65.912,218.858,0.000000000
66.578,226.447,0.000000000
67.244,236.477,0.000000000
67.909,252.534,0.000000000
68.575,276.539,0.000000000
69.241,294.772,0.000000000
69.907,314.294,0.000000000
70.573,405.642,0.000000000
71.238,499.360,0.000000000
71.904,675.073,0.000000000
72.570,988.695,0.000000000
73.236,1543.540,0.000000000
73.901,1553.834,0.000000000
74.567,1068.055,0.000000000
75.233,883.493,0.000000000
75.899,748.520,0.000000000
76.565,628.174,0.000000000
77.230,601.446,0.000000000
77.896,561.751,0.000000000
78.562,576.866,0.000000000
79.228,592.355,0.000000000
79.893,586.874,0.000000000
